Row ID,MASTER ID,Date,Cap time,Release Time,Run #,Observer (Marking),Observer (Data),Fence Observer(s),Pond #,Trap #,Direction of Travel,REC/CAP,1st Capture of Year,Season First Captured,prob with season first cap,Age,Sex,Gravid?,MS222?,%,Volume disp,Weight,TL,SVL_1stMeasurement,SVL_2ndMeasurement,SVL_3rdMeasurement,Toe Clip,Vial #,Mark Start,Mark End,VIE Combo,Marking Method (PIT VIA VIE),New VIE Combo,Code,New PIT code,Batch Mark,New Batch Mark,Camera ID (initials),Corrected Photo Filename,Camera Photo File,Photo file names updated,Anesthesia Start,Anesthesia End,H2O time,Recovery time,Marks or Abnormalities,Comments,Proofed,Annotations from Proofing,Night
91,83,11/30/2010,1:27:00 AM,,,,"JMH, SCR",,4,44,Out,CAP,Y,1,No,A,M,N/A,No,,,4.5,120,66.2,,,Yes,VIAL 161,1:30,1:32,YXOO,VIE,No,,No,,No,,NO PHOTO,,,,,,,Right hind foot has toe that is forked,,Yes,,
92,84,11/30/2010,1:50:00 AM,,,,"JMH, SCR",,4,45,IN,CAP,Y,1,No,A,M,N/A,No,,,3.25,104.7,62,,,Yes,VIAL 162,1:51,1:53,XYOO,VIE,No,,No,,No,,XYOO_11-30-10 (1),970,,,,,,,,Yes,,
93,85,11/30/2010,2:08:00 AM,,,,"JMH, SCR",,4,51,IN,CAP,Y,1,No,A,F,U,No,,,4.4,124.9,61.9,,,Yes,VIAL 163,,,YOYX,VIE,No,,No,,No,,YOYX_11-30-10 (1),972,,,,,,,,Yes,Gravid F in following year,
94,86,11/30/2010,2:08:00 AM,,,,"JMH, SCR",,4,51,IN,CAP,Y,1,No,A,F,U,No,,,4.7,128.5,62.8,,,Yes,VIAL 164,,,YXYO,VIE,No,,No,,No,,YXYO_11-30-10 (1),973,,,,,,,,Yes,,
95,87,11/30/2010,2:38:00 AM,,,,"JMH, SCR",,4,3,IN,CAP,Y,1,No,A,M,N/A,No,,,3,102.3,61,,,Yes,VIAL 165,2:39,2:43,YOXY,PIT/VIE,No,BAF189C,No,,No,,BAF189C_YOXY_11-30-10 (1),974,,,,,,,,Yes,,
96,52,11/30/2010,8:47:00 PM,,,,"SCR, SJG, JMH",,4,61,IN,REC,N,1,No,A,F,U,No,,,5.25,114.5,57.7,,,No,,,,XOOR,VIE,No,,No,,No,,XOOR_11-30-10 (1),992,,,,,,,,Yes,,
97,88,11/30/2010,9:11:00 PM,,,,"SCR, SJG, JMH",,4,37,IN,CAP,Y,1,No,A,F,Y,No,,,7.5,106,57,,,Yes,VIAL 171,21:14,21:16,RRXG,VIE,No,,No,,No,,RRXG_11-30-10 (1),994,,,,,,Large regenerating toe on left hind foot,GRAVID,Yes,,
98,69,11/30/2010,9:32:00 PM,,,,"SCR, JMH, SJG",,4,50,Out,REC,N,1,No,A,U,N/A,No,,,4.5,111.4,55.6,,,No,,,,XYOR,VIE,No,,No,,No,,XYOR_11-30-10 (1),995,,,,,,Mark 2 near ctr,,Yes,,
99,89,11/30/2010,9:48:00 PM,,,,"SCR, JMH, SJG",,4,51,IN,CAP,Y,1,No,A,M,N/A,No,,,4.8,110,57.3,,,Yes,VIAL 172,21:50,21:54,RXRG,VIE,No,,No,,No,,RXRG_11-30-10 (1),996,,,,,,Bent regenerating toe on front left foot missing outermost toe on front right foot.,,Yes,,
100,90,11/30/2010,10:04:00 PM,,,,"SCR, JMH, SJG",,4,57,IN,CAP,Y,1,No,A,M,N/A,No,,,4.7,117.8,60.7,,,Yes,VIAL 173,22:10,22:13,XRRG,PIT/VIE,No,BAF1909,No,,No,,BAF1909_XRRG_11-30-10 (1),997,,,,,,Back right foot (3rd toe) has bifurcated toe,,Yes,,
101,91,11/30/2010,10:23:00 PM,,,,"SCR, JMH, SJG",,4,6,Out,CAP,Y,1,No,A,M,N/A,No,,,5.3,110.1,59.1,,,Yes,VIAL 174,22:27,22:33,RYGX,PIT/VIE,No,BAF189F,No,,No,,BAF189F_RYGX_11-30-10 (1),998,,,,,,,,Yes,,
102,92,11/30/2010,,,,,"JMH, SCR",,4,10,Out,CAP,Y,1,No,A,M,N/A,No,,,4.25,116.9,57.2,,,Yes,VIAL 159,0:44,0:46,YYXY,VIE,No,,No,,No,,YYXY_11-30-10 (1),964,,,,,,,,Yes,,
103,93,11/30/2010,,,,,"SCR, SJG, JMH",,4,34,Out,CAP,Y,1,No,A,M,N/A,No,,,4.5,111.1,58.5,,,Yes,VIAL 170,20:24,20:28,RRGX,PIT/VIE,No,BAF189B,No,,No,,BAF189B_RRGX_11-30-10 (1),991,,,,,,,,Yes,,
104,78,12/1/2010,12:13:00 AM,,,,"JMH, SCR, SJG",,4,8,Out,REC,N,1,No,A,M,N/A,No,,,3.5,104.8,56.1,,,No,,,,XYYY,VIE,No,,No,,No,,XYYY_12-01-10 (1),999,,,,,,,,Yes,,
105,94,12/1/2010,12:27:00 AM,,,,"JMH, SCR, SJG",,4,43,IN,CAP,Y,1,No,A,M,N/A,No,,,4.25,114,60.3,,,Yes,VIAL 175,0:32,0:36,ROGX,VIE,No,,No,,No,,NO PHOTO,,,,,,,,,Yes,,
106,95,12/1/2010,12:42:00 AM,,,,"JMH, SCR, SJG",,4,47,IN,CAP,Y,1,No,A,M,N/A,No,,,3.75,90.1,65.5,,,Yes,VIAL 176,0:46,0:48,RORX,VIE,No,,No,,No,,RORX_12-01-10 (1),1001,,,,,,Regenerating tail,Accidentally used same combo twice,Yes,Duplicated VIE code,
107,96,12/1/2010,12:51:00 AM,,,,"JMH, SCR, SJG",,4,50,Out,CAP,Y,1,No,J,U,N/A,No,,,1.25,76.5,41.7,,,Yes,VIAL 177,12:55,12:57,ROXG,VIE,No,,No,,No,,NO PHOTO,,,,,,,,,Yes,,
108,97,12/1/2010,,,,,"JMH, SCR",,4,6,Out,CAP,Y,1,No,A,F,U,No,,,6.75,120.4,66.9,,,Yes,VIAL 179,1:24,1:28,RYXG,VIE,No,,No,,No,,RYXG_12-01-10 (1),1009,,,,,,,,Yes,,
109,41,12/17/2010,1:05:00 AM,,,,"SCR, JMH, TRM",,4,48,Out,REC,N,1,No,A,F,U,No,,,4.25,116.3,62,,,No,,,,OROX,VIE,No,,No,,No,,OROX_11-04-10 (1),1069,,,,,,"Scar tissue on forehead- healing, small gap on plexi glass",,Yes,,
110,98,12/17/2010,8:13:00 PM,,,,"SCR, JMH, TRM",,4,47,IN,CAP,Y,1,No,A,F,U,No,,,3.25,102.8,59.02,,,Yes,VIAL 200,20:45,20:59,OGOX,VIE,No,,No,,No,,OGOX_F04_12-17-10 (1),1114,,,,,,,,Yes,,
111,99,12/17/2010,9:15:00 PM,,,,"SCR, JMH, TRM",,5,124,Out,CAP,Y,1,No,J,U,N/A,No,,,1.6,82.2,40.5,,,Yes,VIAL 201,21:23,21:33,OGXO,VIE,No,,No,,No,,OGXO_12-17-10 (1),1116,,,,,,,,Yes,,
112,100,12/17/2010,9:45:00 PM,,,,"SCR, JMH, TRM",,5,126,Out,CAP,Y,1,No,J,U,N/A,No,,,1.75,81.73,40.72,,,Yes,VIAL 202,21:54,22:00,XOGG,VIE,No,,No,,No,,XOGG_12-17-10 (1),1117,,,,,,"Back right reg. 3rd toe, front left outer most missing",,Yes,,
113,101,12/17/2010,10:08:00 PM,,,,"SCR, JMH, TRM",,5,127,IN,CAP,Y,1,No,J,U,N/A,No,,,2,85.44,47.25,,,Yes,VIAL 203,22:18,22:20,OXGO,VIE,No,,No,,No,,OXGO_12-17-10 (1),1122,,,,,,,,Yes,,
114,102,12/17/2010,10:31:00 PM,,,,"SCR, JMH, TRM",,5,129,IN,CAP,Y,1,No,A,M,N/A,No,,,3.5,113.5,64.3,,,Yes,VIAL 204,22:45,22:55,XOGO,VIE,No,,No,,No,,XOGO_12-17-10 (1),1133,,,,,,Double forked front right 2nd toe from outside,,Yes,,
115,103,12/18/2010,3:43:00 AM,,,,"SCR, JMH, TRM",,4,37,IN,CAP,Y,1,No,A,M,N/A,No,,,3.6,115.78,52.15,,,Yes,VIAL 207,4:18,4:26,XGOG,VIE,No,,No,,No,,XGOG_12-18-10 (1),1180,,,,,,Back right foot regenerated,,Yes,,
116,104,12/18/2010,3:51:00 AM,,,,"SCR, JMH, TRM",,4,51,IN,CAP,Y,1,No,A,F,U,No,,,3.5,111.5,57.85,,,Yes,VIAL 206,4:00,4:06,OXGG,VIE,No,,No,,No,,OXGG_12-18-10 (1),1163,,,,,,Back right foor 4th toe bifurcated,,Yes,,
117,105,12/18/2010,3:51:00 AM,,,,"SCR, JMH, TRM",,4,51,IN,CAP,Y,1,No,A,F,U,No,,,4,105.6,69.5,,,Yes,VIAL 205,4:08,4:14,OGXG,VIE,No,,No,,No,,OGXG_12-18-10 (1),1162,,,,,,Missing two outer most front right foot,,Yes,Gravid F in following year,
118,106,12/18/2010,6:09:00 AM,,,,"SCR, JMH, TRM",,4,53,IN,CAP,Y,1,No,A,M,N/A,No,,,4,113.5,64.5,,,Yes,VIAL 208,6:14,6:20,GXOO,VIE,No,,No,,No,,GXOO_12-18-10 (1),1181,,,,,,Odd toe reg. front right toes,,Yes,,
119,107,12/18/2010,7:37:00 PM,,,,"SCR, JMH, TRM",,5,126,Out,CAP,Y,1,No,A,F,U,No,,,4,108.5,60,,,Yes,VIAL 209,20:05,20:10,GRRX,PIT/VIE,No,,No,,No,,GRRX_12-18-10 (1),1190,,,,,,Right front toes fused,gravid?,Yes,,
120,68,12/31/2010,8:13:00 PM,,,,"JMH, SCR",,4,40,Out,REC,N,1,No,A,F,U,No,,,3,105,60,,,No,,22:24,22:29,YXOR,VIE,No,,No,,No,,YXOR_12-31-10 (1),1327,,,,,,Front right foot has only three toes,"No discernable swelling of cloaca. Accidentally remarked, previous YXOR",Yes,Originally called YGXY but photo ID matched to YXOR,
121,108,12/31/2010,8:15:00 PM,,,,"JMH, SCR",,4,44,Out,CAP,Y,1,No,A,U,N/A,No,,,3,107.2,57.2,,,Yes,VIAL 304,21:53,21:58,XYYG,VIE,No,,No,,No,,XYYG_12-31-10 (1),1326,,,,,,,,Yes,,
122,109,12/31/2010,8:15:00 PM,,,,"JMH, SCR",,4,44,Out,CAP,Y,1,No,A,M,N/A,No,,,2.5,92.2,49.18,,,Yes,VIAL 303,21:59,22:05,YGYX,VIE,No,,No,,No,,YGYX_12-31-10 (1),1325,,,,,,Back left foot has deformed third toe.,,Yes,,
123,110,12/31/2010,8:17:00 PM,,,,"JMH, SCR",,4,52,Out,CAP,Y,1,No,J,U,N/A,No,,,1.75,77,45,,,Yes,VIAL 302,21:38,21:41,YXYG,VIE,No,,No,,No,,NO PHOTO,1324,,,,,,Two outermost toes on left front foot fused.,,Yes,,
124,111,12/31/2010,8:18:00 PM,,,,"JMH, SCR",,4,54,Out,CAP,Y,1,No,J,U,N/A,No,,,1.75,77.51,34.4,,,Yes,VIAL 301,21:22,21:26,YYXG,VIE,No,,No,,No,,YYXG_12-31-10 (1),1321,,,,,,3rd and 4th toe out malformed,,Yes,,
125,5,12/31/2010,8:22:00 PM,,,,"JMH, SCR",,4,4,Out,REC,N,1,No,A,M,N/A,No,,,3.25,105.7,55.4,,,No,,,,RRXO,VIE,No,,No,,No,,RRXO_12-31-10 (1),1313,,,,,,"Pale ""worn skin"" on top of head.",,Yes,,
126,112,12/31/2010,9:00:00 PM,,,,"JMH, SCR",,4,60,Out,CAP,Y,1,No,J,U,N/A,No,,,1.5,79,44.9,,,Yes,VIAL 300,21:06,21:09,YYGX,VIE,No,,No,,No,,YYGX_12-31-10 (1),1320,,,,,,,,Yes,,
127,113,12/31/2010,10:58:00 PM,,,,"JMH, SCR",,5,114,Out,CAP,Y,1,No,J,M,N/A,No,,,1.75,87.3,47.4,,,Yes,VIAL 305,23:07,23:12,YXGY,PIT/VIE,No,BAF1920,No,,No,,BAF1920_YXGY_12-31-10 (1),1329,,,,,,,,Yes,,
128,114,12/31/2010,11:25:00 PM,,,,"JMH, SCR",,5,126,Out,CAP,Y,1,No,J,U,N/A,No,,,2,95,55,,,Yes,VIAL 306,23:31,23:33,XYGY,VIE,No,,No,,No,,XYGY_12-31-10 (1),1330,,,,,,,,Yes,,
129,115,12/31/2010,11:40:00 PM,,,,"JMH, SCR",,5,131,IN,CAP,Y,1,No,A,M,N/A,No,,,2.25,91.5,52.5,,,Yes,VIAL 307,0:09,0:15,YGGX,VIE,No,,No,,No,,YGGX_12-31-10 (1),1335,,,,,,Slight lateral stripes but clearly male.,,Yes,,
130,116,12/31/2010,11:40:00 PM,,,,"JMH, SCR",,5,131,IN,CAP,Y,1,No,J,U,N/A,No,,,1.75,87,51.7,,,Yes,VIAL 308,23:50,23:55,YGXG,VIE,No,,No,,No,,YGXG_12-31-10 (1),1336,,,,,,"Small, no lateral striping a very swollen cloaca.",,Yes,,
131,117,1/1/2011,12:23:00 AM,,,,"JMH, SCR",,5,136,Out,CAP,Y,1,No,J,U,N/A,No,,,2.75,93.7,51,,,Yes,VIAL 309,0:26,0:30,YXGG,VIE,No,,No,,No,,YXGG_01-01-11 (1),1337,,,,,,,,Yes,,
132,118,1/1/2011,12:47:00 AM,,,,"JMH, SCR",,5,144,Out,CAP,Y,1,No,J,M,N/A,No,,,2,87.1,50.5,,,Yes,VIAL 310,0:54,0:56,XYGG,PIT/VIE,No,BAF1914,No,,No,,BAF1914_XYGG_01-01-11 (1),1338,,,,,,,swollen cloaca; lateral stripe,Yes,,
133,119,1/1/2011,12:47:00 AM,,,,"JMH, SCR",,5,144,Out,CAP,Y,1,No,A,M,N/A,No,,,2.75,98.4,47.7,,,Yes,VIAL 312,0:58,1:00,GYYX,VIE,No,,No,,No,,GYYX_01-01-11 (1),1340,,,,,,,,Yes,,
134,102,1/1/2011,12:47:00 AM,,,,"JMH, SCR",,5,144,Out,REC,N,1,No,A,U,N/A,No,,,3,110.1,58.8,,,No,,,,XOGO,VIE,No,,No,,No,,XOGO_01-01-11 (1),1339,,,,,,Forked on front right foot; forked toes on back left foot.,,Yes,,
135,120,1/1/2011,1:20:00 AM,,,,"JMH, SCR",,5,147,IN,CAP,Y,1,No,A,F,U,No,,,3.5,88.7,49.2,,,Yes,VIAL 311,1:25,1:29,GXYY,PIT/VIE,No,BAF197D,No,,No,,BAF197D_GXYY_01-01-11 (1),1341,,,,,,Only 3 toes on front right (before removing 1) Back left foot: 3 and 4 toe fused.,gravid (may have expelled some eggs? Not quite as bloated as the females we caught weeks ago),Yes,,
136,12,1/1/2011,2:03:00 AM,,,,"JMH, SCR",,4,8,Out,REC,N,1,No,A,F,U,No,,,6.75,125.5,69.5,,,No,,,,ROOX,VIE,No,,No,,No,,ROOX_01-01-11 (1),1342,,,,,,,Very gravid,Yes,,
137,121,1/1/2011,2:20:00 AM,,,,"JMH, SCR",,4,30,Out,CAP,Y,1,No,A,F,U,No,,,3.5,104.8,58.9,,,Yes,VIAL 313,2:30,2:43,GYGX,VIE,No,,No,,No,,GYGX_01-01-11 (1),1343,,,,,,,May still contain some eggs,Yes,,
138,122,1/1/2011,2:51:00 AM,,,,"JMH, SCR",,4,32,Out,CAP,Y,1,No,A,M,N/A,No,,,3.5,105.6,54.4,,,Yes,VIAL 314,3:05,3:10,OGYY,PIT/VIE,No,BAF18A5,No,,No,,BAF18A5_OGYY_01-01-11 (1),1347,,,,,,,,Yes,"Originally labeled XGYY, later given OXXX and is now OGYY",
139,30,1/1/2011,2:51:00 AM,,,,"JMH, SCR",,4,32,Out,REC,N,1,No,A,U,N/A,No,,,3.75,115,57.7,,,No,,,,RXYO,VIE,No,,No,,No,,RXYO_01-01-11 (1),1348,,,,,,,"Originally read as XRGR, photo compared to RXYO",Yes,"Originally read as XRGR, photo matched to RXYO",
140,123,1/1/2011,3:15:00 AM,,,,"JMH, SCR",,4,35,IN,CAP,Y,1,No,A,M,N/A,No,,,3.75,104.5,59,,,Yes,VIAL 315,3:17,3:25,GYXG,VIE,No,,No,,No,,GYXG_01-01-11 (1),1349,,,,,,,,Yes,,
141,124,1/1/2011,3:33:00 AM,,,,"JMH, SCR",,4,46,Out,CAP,Y,1,No,A,M,N/A,No,,,4.25,108.4,61.2,,,Yes,VIAL 316,3:49,3:57,GXYG,PIT/VIE,No,BAF18A8,No,,No,,BAF18A8_GXYG_01-01-11 (1),1368,,,,,,,,Yes,,
142,125,1/1/2011,3:33:00 AM,,,,"JMH, SCR",,4,45,IN,CAP,Y,1,No,A,M,N/A,No,,,3.25,104,55.8,,,Yes,VIAL 317,4:01,4:11,XGYG,VIE,No,,No,,No,,XGYG_01-01-11 (1),1369,,,,,,,,Yes,,
143,36,1/1/2011,3:33:00 AM,,,,"JMH, SCR",,4,46,Out,REC,N,1,No,A,F,U,No,,,3.75,110.5,61.9,,,No,,,,XRYY,VIE,No,,No,,No,,XRYY_01-01-11 (1),1367,,,,,,,,Yes,"Originally read as XRGG, photo matched to XRYY",
144,126,1/1/2011,4:37:00 AM,,,,"JMH, SCR",,4,49,IN,CAP,Y,1,No,A,F,U,No,,,4,109.9,60.8,,,Yes,VIAL 318,4:40,4:44,GGYX,VIE,No,,No,,No,,GGYX_01-01-11 (1),1373,,,,,,,,Yes,,
145,127,1/1/2011,4:55:00 AM,,,,"JMH, SCR",,4,53,IN,CAP,Y,1,No,A,F,U,No,,,4,116.4,60.7,,,Yes,VIAL 319,4:58,5:03,GGXY,VIE,No,,No,,No,,GGXY_01-01-11 (1),1374,,,,,,,,Yes,,
146,128,1/1/2011,4:55:00 AM,,,,"JMH, SCR",,4,53,IN,CAP,Y,1,No,A,F,U,No,,,3.25,94,61,,,Yes,VIAL 321,5:06,5:09,GXGY,VIE,No,,No,,No,,GXGY_01-01-11 (1),1375,,,,,,,,Yes,Gravid F in following year,
147,129,1/1/2011,5:15:00 AM,,,,"JMH, SCR",,4,55,IN,CAP,Y,1,No,A,M,N/A,No,,,3.25,103.7,53,,,Yes,VIAL 320,5:17,5:20,XGGY,VIE,No,,No,,No,,XGGY_01-01-11 (1),1378,,,,,,,,Yes,,
148,130,1/1/2011,5:27:00 AM,,,,"JMH, SCR",,4,59,IN,CAP,Y,1,No,A,M,N/A,No,,,2.25,87.4,53.8,,,Yes,VIAL 323,5:30,5:32,GGXG,VIE,No,,No,,No,,GGXG_01-01-11 (1),1380,,,,,,,,Yes,,
149,131,1/1/2011,5:27:00 AM,,,,"JMH, SCR",,4,59,IN,CAP,Y,1,No,A,F,U,No,,,3.25,111.8,58.9,,,Yes,VIAL 322,5:40,5:41,GGGX,VIE,No,,No,,No,,GGGX_01-01-11 (1),1379,,,,,,,,Yes,,
150,132,1/1/2011,5:27:00 AM,,,,"JMH, SCR",,4,60,Out,CAP,Y,1,No,J,U,N/A,No,,,1.5,78.9,48.9,,,Yes,VIAL 324,6:00,6:02,GGOX,VIE,No,,No,,No,,GGOX_01-01-11 (1),1381,,,,,,,,Yes,,
151,133,1/1/2011,6:04:00 AM,,,,"JMH, SCR",,4,1,IN,CAP,Y,1,No,A,M,N/A,No,,,2.75,105.2,52.5,,,Yes,VIAL 325,6:07,6:09,GGXO,VIE,No,,No,,No,,"GGXO_01-01-11 (1,2)",1382,,,,,,,,Yes,,
152,134,1/1/2011,6:04:00 AM,,,,"JMH, SCR",,4,1,IN,CAP,Y,1,No,A,F,U,No,,,3.5,112.1,60.4,,,Yes,VIAL 326,6:18,6:20,GXGO,VIE,No,,No,,No,,GXGO_01-01-11 (1),1383,,,,,,,,Yes,,
153,135,1/1/2011,6:24:00 AM,,,,"JMH, SCR",,4,5,IN,CAP,Y,1,No,A,F,U,No,,,3.5,105.2,56.2,,,Yes,VIAL 327,6:25,6:28,XGGO,VIE,No,,No,,No,,XGGO_01-01-11 (1),1384,,,,,,,,Yes,,
154,136,1/1/2011,6:48:00 AM,,,,"JMH, SCR",,4,34,Out,CAP,Y,1,No,A,M,N/A,No,,,2.75,103.5,55.6,,,Yes,VIAL 328,6:52,6:53,GOOX,VIE,No,,No,,No,,GOOX_01-01-11 (1),1387,,,,,,"Dark color morph, missing toes on front left foot",,Yes,,
155,137,1/1/2011,7:14:00 AM,,,,"JMH, SCR",,5,118,Out,CAP,Y,1,No,A,F,U,No,,,4,114.9,67.5,,,Yes,VIAL 329,7:16,7:18,GOGX,VIE,No,,No,,No,,GOGX_01-01-11 (1),1389,,,,,,,,Yes,,
156,138,1/1/2011,7:28:00 AM,,,,"JMH, SCR",,5,119,IN,CAP,Y,1,No,A,M,N/A,No,,,3.25,116.7,65.7,,,Yes,VIAL 330,7:32,7:36,GOXO,VIE,No,,No,,No,,GOXO_01-01-11 (1),1390,,,,,,,,Yes,,
157,139,1/1/2011,7:45:00 AM,,,,"JMH, SCR",,5,121,IN,CAP,Y,1,No,A,M,N/A,No,,,3,93.9,51.2,,,Yes,VIAL 331,7:46,7:49,XGOO,VIE,No,,No,,No,,XGOO_01-01-11 (1),1391,,,,,,,,Yes,,
158,140,1/1/2011,7:50:00 AM,,,,"JMH, SCR",,5,131,IN,CAP,Y,1,No,A,M,N/A,No,,,2.25,92.4,51.2,,,Yes,VIAL 332,7:53,7:56,GOXG,PIT/VIE,No,BAF186D,No,,No,,BAF186D_GOXG_01-01-11 (1),1392,,,,,,,,Yes,,
159,141,1/1/2011,7:57:00 AM,,,,"JMH, SCR",,5,145,IN,CAP,Y,1,No,A,F,U,No,,,2.25,90.7,49.9,,,Yes,VIAL 333,8:07,8:09,GOYX,VIE,No,,No,,No,,GOYX_01-01-11 (1),1393,,,,,,,,Yes,,
160,142,1/1/2011,8:07:00 AM,,,,"JMH, SCR",,5,147,IN,CAP,Y,1,No,A,F,U,No,,,4,96.8,57.3,,,Yes,VIAL 334,8:12,8:14,GYOX,VIE,No,,No,,No,,GYOX_01-01-11 (1),1394,,,,,,,,Yes,,
161,143,1/1/2011,8:23:00 PM,,,,"SCR, JMH, TRM",,4,12,Out,CAP,Y,1,No,A,M,N/A,No,,,3.5,102.05,60.55,,,Yes,VIAL 350,20:45,20:52,GRGX,PIT/VIE,No,BAF189E,No,,No,,BAF189E_GRGX_01-01-11 (1),1399,,,,,,Back right foot 3rd toe misshapen,,Yes,,
162,144,1/1/2011,9:03:00 PM,,,,"SCR, JMH, TRM",,4,22,Out,CAP,Y,1,No,A,F,U,No,,,5.25,101,59.3,,,Yes,VIAL 351,21:10,21:13,GRXG,VIE,No,,No,,No,,GRXG_01-01-11 (1),1403,,,,,,,"gravid - active fire ant mound ~2.5 ft away along fence line, marked",Yes,,
163,145,1/1/2011,9:17:00 PM,,,,"SCR, JMH, TRM",,4,30,Out,CAP,Y,1,No,A,F,U,No,,,4.25,109,61,,,Yes,VIAL 352,21:22,21:25,GXRG,VIE,No,,No,,No,,GXRG_01-01-11 (1),1405,,,,,,Left front foot has forked toe,,Yes,,
164,146,1/1/2011,9:25:00 PM,,,,"SCR, JMH, TRM",,4,34,Out,CAP,Y,1,No,A,F,U,No,,,2.5,83,52,,,Yes,VIAL 354,21:28,21:30,XGRG,PIT/VIE,No,BAF195A,No,,No,,BAF195A_XGRG_01-01-11 (1),1422,,,,,,"Right front foot has a malformed third toe, back right foot first toe forked.",,Yes,Gravid F in following year,
165,147,1/1/2011,9:27:00 PM,,,,"SCR, JMH, TRM",,4,34,Out,CAP,Y,1,No,A,F,Y,No,,,6,100.1,64.5,,,Yes,VIAL 353,21:31,21:33,GGRX,VIE,No,,No,,No,,GGRX_01-01-11 (1),1409,,,,,,,gravid,Yes,,
166,148,1/1/2011,9:58:00 PM,,,,"SCR, JMH, TRM",,4,44,Out,CAP,Y,1,No,A,M,N/A,No,,,3.75,90,54.2,,,Yes,VIAL 355,22:07,22:10,GGXR,VIE,No,,No,,No,,GGXR_01-01-11 (1),1428,,,,,,Back left foot malformed (webbed),,Yes,,
167,149,1/1/2011,10:02:00 PM,,,,"SCR, JMH, TRM",,4,55,IN,CAP,Y,1,No,A,F,U,No,,,4.25,116.8,55.4,,,Yes,VIAL 356,22:13,22:15,GXGR,VIE,No,,No,,No,,GXGR_01-01-11 (1),1431,,,,,,,,Yes,,
168,150,1/1/2011,10:02:00 PM,,,,"SCR, JMH, TRM",,4,56,Out,CAP,Y,1,No,J,U,N/A,No,,,1.5,73,42,,,Yes,VIAL 357,22:32,22:36,XGGR,VIE,No,,No,,No,,XGGR_01-01-11 (1),1434,,,,,,Back right foot mult. toes fused,,Yes,,
169,856,1/1/2011,10:10:00 PM,,,,"SCR, JMH, TRM",,4,44,Out,REC,N,1,No,A,M,N/A,No,,,2.75,94.5,54.5,,,No,,22:20,22:23,GRXR,PIT/VIE,No,BAF186E,No,,No,,BAF186E_GRXR_01-01-11 (1),1433,,,,,,Already missing front left toe,"Near, male with lateral stripes, REC: G,R,Y,RO",Yes,"Unable to match to current photos, missing photos for YOXO or YRXO",
170,151,1/1/2011,10:40:00 PM,,,,"SCR, JMH, TRM",,4,1,IN,CAP,Y,1,No,A,F,U,No,,,3.75,96.5,63.3,,,Yes,VIAL 359,23:03,23:06,GXRR,VIE,No,,No,,No,,GXRR_01-01-11 (1),1441,,,,,,Left back foot toes short,reg. tail,Yes,,
171,152,1/1/2011,10:40:00 PM,,,,"SCR, JMH, TRM",,4,1,IN,CAP,Y,1,No,A,F,U,No,,,3.5,116.8,59.6,,,Yes,VIAL 358,23:12,23:17,XGRR,VIE,No,,No,,No,,XGRR_01-01-11 (1),1440,,,,,,Back left foot 4th toe forked,,Yes,,
172,133,1/1/2011,10:40:00 PM,,,,"SCR, JMH, TRM",,4,2,Out,REC,N,1,No,A,M,N/A,No,,,3.25,107,54.7,,,No,,,,GGXO,VIE,No,,No,,No,,"GGXO_01-01-11 (1,2)",1439,,,,,,,,Yes,,
173,13,1/1/2011,10:43:00 PM,,,,"SCR, JMH, TRM",,4,6,Out,REC,N,1,No,A,F,Y,No,,,6,115.4,64.6,,,No,,,,ROXO,VIE,No,,No,,No,,ROXO_01-01-11 (1),1435,,,,,,Worn skin on forehead,"Gravid, clipped toe reg. well",Yes,,
174,10,1/1/2011,10:43:00 PM,,,,"SCR, JMH, TRM",,4,6,Out,REC,N,1,No,A,F,U,No,,,5.25,120,68.5,,,No,,,,RXOR,VIE,No,,No,,No,,RXOR_01-01-11 (1),1436,,,,,,,Gravid?,Yes,,
175,153,1/1/2011,11:53:00 PM,,,,"SCR, JMH, TRM",,5,115,IN,CAP,Y,1,No,A,F,Y,No,,,3.75,106.1,58.3,,,Yes,VIAL 340,23:55,23:59,XRGG,VIE,No,,No,,No,,XRGG_01-01-11 (1),1447,,,,,,"Front right every toe fused, front left irregular toe growth",gravid,Yes,,
176,154,1/2/2011,12:04:00 AM,,,,"SCR, JMH, TRM",,5,134,Out,CAP,Y,1,No,J,U,N/A,No,,,2,67.8,50.1,,,Yes,VIAL 341,0:11,0:15,RXGR,VIE,No,,No,,No,,RXGR_01-02-11 (1),1448,,,,,,Tail clipped off,,Yes,,
177,155,1/2/2011,12:18:00 AM,,,,"SCR, JMH, TRM",,5,118,Out,CAP,Y,1,No,J,U,N/A,No,,,3,98,55.7,,,Yes,VIAL 342,0:22,0:24,XRGR,VIE,No,,No,,No,,XRGR_01-02-11 (1),1449,,,,,,Front right toes forked and fused,,Yes,,
178,144,1/2/2011,3:05:00 AM,,,,"SCR, JMH, TRM",,4,19,IN,REC,N,1,No,A,F,U,No,,,5.25,101,59.3,,,No,,,,GRXG,VIE,No,,No,,No,,GRXG_01-01-11 (1),1403,,,,,,,,Yes,,
179,156,1/2/2011,3:16:00 AM,,,,"SCR, JMH, TRM",,4,32,Out,CAP,Y,1,No,A,M,N/A,No,,,4,82.1,56,,,Yes,VIAL 343,3:30,3:33,RGGX,PIT/VIE,No,BAF1877,No,,No,,BAF1877_RGGX_01-02-11 (1),1482,,,,,,Tail regenerating,,Yes,,
